no_punggung;id_jabatan_duta;id_jabatan_manajer_group;id_manager_group;Id_manager area
167043;5;4;167043;167048
167044;5;;167043;167048
167045;5;;167051;167048
167046;5;;167051;167048
167047;5;;167051;167048
167048;5;;167051;167048
167049;5;;167051;167048
167050;5;;167051;167048
167051;5;4;167051;167048
167052;5;;167051;167048
167053;5;;167051;167048
167054;5;;167051;167048
167055;5;;167051;167048
167056;5;;167061;167048
167057;5;;167061;167048
167058;5;;167061;167048
167059;5;;167061;167048
167060;5;;167061;167048
167061;5;4;167061;167048
167062;5;;167065;167048
167063;5;;167065;167048
167064;5;;167065;167048
167065;5;4;167065;167048
167066;5;;167065;167048
167067;5;;167065;167048
167068;5;;167065;167048
167069;5;;167065;167048
167070;5;;167071;167048
167071;5;4;167071;167048
167072;5;;167071;167048
167073;5;;167071;167048
167074;5;;167071;167048
167075;5;;167080;167048
167076;5;;167080;167048
167077;5;;167080;167048
167078;5;;167080;167048
167079;5;;167080;167048
167080;5;4;167080;167048
167081;5;;167080;167048
167082;5;;167087;167048
167083;5;;167087;167048
167084;5;;167087;167048
167085;5;;167087;167048
167086;5;;167087;167048
167087;5;4;167087;167048
167088;5;;167087;167048
167089;5;4;167089;167048
167090;5;;167089;167048
167091;5;;167089;167048
167092;5;;167089;167048
167093;5;;167097;167048
167094;5;;167097;167048
167095;5;;167097;167048
167096;5;;167097;167048
167097;5;4;167097;167048
167098;5;;167103;167048
167099;5;;167103;167048
167100;5;;167103;167048
167101;5;;167103;167048
167102;5;;167103;167048
167103;5;4;167103;167048
167104;5;;167106;167048
167105;5;;167106;167048
167106;5;4;167106;167048
167107;5;;167106;167048
167108;5;;167106;167048
167109;5;;167110;167048
167110;5;4;167110;167048
167111;5;;167110;167048
167112;5;;167110;167048
167113;5;;167110;167048
167114;5;;167118;167048
167115;5;;167118;167048
167116;5;;167118;167048
167117;5;;167118;167048
167118;5;4;167118;167048
167119;5;;167122;167048
167120;5;;167122;167048
167121;5;;167122;167048
167122;5;4;167122;167048
167123;5;;167122;167048
167124;5;;167122;167048
167125;5;;167128;167048
167126;5;;167128;167048
167127;5;;167128;167048
167128;5;4;167128;167048
167129;5;;167128;167048
167130;5;4;167130;167048
167131;5;;167130;167048
167132;5;;167130;167048
167133;5;;167130;167048
167134;5;;167135;167048
167135;5;4;167135;167048
167136;5;;167135;167048
167137;5;;167135;167048
167138;5;;167135;167048
167139;5;;167135;167048
167140;5;;167144;167048
167141;5;;167144;167048
167142;5;;167144;167048
167143;5;;167144;167048
167144;5;4;167144;167048
167145;5;;167144;167048
167146;5;;167144;167048
167147;5;;167149;167048
167148;5;;167149;167048
167149;5;4;167149;167048
167150;5;;167149;167048
167151;5;;167149;167048
167152;5;;167149;167048
167153;5;;167149;167048
167154;5;;167156;167048
167155;5;;167156;167048
167156;5;4;167156;167048
167157;5;;167156;167048
167158;5;;167156;167048
167159;5;;167161;167048
167160;5;;167161;167048
167161;5;4;167161;167048
167162;5;;167161;167048
167163;5;;167167;167048
167164;5;;167167;167048
167165;5;;167167;167048
167166;5;;167167;167048
167167;5;4;167167;167048
167168;5;;167167;167048
167169;5;;167173;167048
167170;5;;167173;167048
167171;5;;167173;167048
167172;5;;167173;167048
167173;5;4;167173;167048
167174;5;;167175;167048
167175;5;4;167175;167048
167176;5;;167175;167048
167177;5;;167175;167048
167178;5;;167180;167048
167179;5;;167180;167048
167180;5;4;167180;167048
167181;5;;167180;167048
167182;5;;167180;167048
167183;5;;167180;167048
167184;5;4;167184;167048
167185;5;;167184;167048
167186;5;;167184;167048
167187;5;;167184;167048
167188;5;;167184;167048
167189;5;;167190;167048
167190;5;4;167190;167048
167191;5;;167190;167048
167192;5;;167190;167048
167193;5;;167190;167048
167194;5;;167198;167048
167195;5;;167198;167048
167196;5;;167198;167048
167197;5;;167198;167048
167198;5;4;167198;167048
167199;5;;167198;167048
167200;5;;167198;167048
167201;5;;167203;167048
167202;5;;167203;167048
167203;5;4;167203;167048
167204;5;;167203;167048
167205;5;;167203;167048
167206;5;;167203;167048
167207;5;;167203;167048
167208;5;;167203;167048
167209;5;;167210;167048
167210;5;4;167210;167048
167211;5;;167210;167048
167212;5;;167210;167048
167213;5;;167210;167048
167214;5;;167210;167048
167215;5;;167210;167048
167216;5;;167210;167048
167217;5;4;167217;167048
167218;5;;167217;167048
167219;5;;167217;167048
167220;5;;167217;167048
167221;5;;167217;167048
167222;5;;167217;167048
167223;5;4;167223;167048
167224;5;;167223;167048
167225;5;;167223;167048
167226;5;;167223;167048
167227;5;;167223;167048
167228;5;;167223;167048
167229;5;;167223;167048
167230;5;;167223;167048
167231;5;;167223;167048
167232;5;;167223;167048
167233;5;4;167233;167048
167234;5;;167233;167048
167235;5;;167233;167048
167236;5;;167233;167048
167237;5;;167233;167048
167238;5;;167233;167048
167239;5;;167233;167048
167240;5;;167244;167048
167241;5;;167244;167048
167242;5;;167244;167048
167243;5;;167244;167048
167244;5;4;167244;167048
167245;5;;167244;167048
167246;5;;167244;167048
167247;5;;167244;167048
167248;5;;167249;167048
167249;5;4;167249;167048
167250;5;;167249;167048
167251;5;;167249;167048
167252;5;;167249;167048
167253;5;;167249;167048
167254;5;;167249;167048
167255;5;4;167255;167048
167256;5;;167255;167048
167257;5;;167255;167048
167258;5;;167255;167048
167259;5;;167255;167048
167260;5;;167255;167048
167261;5;;167264;167048
167262;5;;167264;167048
167263;5;;167264;167048
167264;5;4;167264;167048
167265;5;;167264;167048
167266;5;;167264;167048
167267;5;4;167267;167048
167268;5;;167267;167048
167269;5;;167267;167048
167270;5;;167267;167048
167271;5;;167267;167048
167272;5;;167274;167048
167273;5;;167274;167048
167274;5;4;167274;167048
167275;5;;167274;167048
167276;5;;167274;167048
167277;5;;167274;167048
167278;5;;167274;167048
167279;5;;167283;167048
167280;5;;167283;167048
167281;5;;167283;167048
167282;5;;167283;167048
167283;5;4;167283;167048
167284;5;;167289;167048
167285;5;;167289;167048
167286;5;;167289;167048
167287;5;;167289;167048
167288;5;;167289;167048
167289;5;4;167289;167048
167290;5;;167289;167048
167291;5;;167289;167048
167292;5;;167289;167048
167293;5;;167289;167048
167294;5;;167289;167048
167295;5;;167289;167048
167296;5;4;167296;167048
167297;5;;167296;167048
167298;5;;167296;167048
167299;5;;167296;167048
167300;5;;167296;167048
167301;5;;167303;167048
167302;5;;167303;167048
167303;5;4;167303;167048
167304;5;;167303;167048
167305;5;;167303;167048
167306;5;;167303;167048
167307;5;;167312;167048
167308;5;;167312;167048
167309;5;;167312;167048
167310;5;;167312;167048
167311;5;;167312;167048
167312;5;4;167312;167048
167313;5;;167319;167048
167314;5;;167319;167048
167315;5;;167319;167048
167316;5;;167319;167048
167317;5;;167319;167048
167318;5;;167319;167048
167319;5;4;167319;167048
167320;5;;167324;167048
167321;5;;167324;167048
167322;5;;167324;167048
167323;5;;167324;167048
167324;5;4;167324;167048
167325;5;;167324;167048
167326;5;;167328;167048
167327;5;;167328;167048
167328;5;4;167328;167048
167329;5;;167328;167048
167330;5;;167328;167048
167331;5;;167335;167048
167332;5;;167335;167048
167333;5;;167335;167048
167334;5;;167335;167048
167335;5;4;167335;167048
167336;5;;167337;167048
167337;5;4;167337;167048
167338;5;;167337;167048
167339;5;;167337;167048
